Player,Rk,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Year,All-Star
Quentin Richardson,368,SF,31,ORL,48,3,18.0,1.5,4.1,0.376,0.9,2.5,0.347,0.7,1.6,0.421,0.482,0.5,0.6,0.833,0.3,2.3,2.6,0.8,0.6,0.1,0.6,1.5,4.5,2011-2012,False
Quincy Acy,2,PF,27,BRK,70,8,19.4,1.9,5.2,0.356,1.5,4.2,0.349,0.4,1.0,0.384,0.496,0.7,0.9,0.817,0.6,3.1,3.7,0.8,0.5,0.4,0.9,2.1,5.9,2017-2018,False
Quincy Douby,115,PG,23,SAC,74,0,11.8,1.8,4.5,0.394,0.6,1.6,0.344,1.2,2.9,0.423,0.457,0.6,0.7,0.923,0.2,0.9,1.1,0.7,0.4,0.2,0.8,1.1,4.8,2007-2008,False
Quincy Lewis,230,SG,22,UTA,74,0,12.1,1.5,4.0,0.372,0.3,0.9,0.365,1.2,3.2,0.374,0.411,0.5,0.7,0.731,0.6,0.9,1.5,0.5,0.3,0.2,0.6,2.1,3.8,1999-2000,False
Quincy Miller,306,PF,21,DEN,52,16,15.2,1.8,4.9,0.367,0.6,1.8,0.319,1.2,3.1,0.395,0.426,0.8,1.1,0.709,0.7,2.1,2.8,0.5,0.4,0.6,0.9,1.3,4.9,2013-2014,False
Quincy Pondexter,407,SF,30,SAS,53,0,5.5,0.5,1.1,0.5,0.1,0.3,0.333,0.4,0.8,0.575,0.552,0.6,0.8,0.81,0.2,0.7,0.9,0.5,0.2,0.0,0.2,0.5,1.8,2018-2019,False
Quinn Cook,112,PG,26,LAL,44,1,11.5,2.1,4.9,0.425,0.7,1.9,0.365,1.4,2.9,0.465,0.498,0.3,0.3,0.786,0.3,0.9,1.2,1.1,0.3,0.0,0.8,0.6,5.1,2019-2020,False
Quinton Ross,355,SF-SG,28,TOT,52,7,10.8,0.8,2.1,0.36,0.1,0.4,0.19,0.7,1.7,0.4,0.378,0.2,0.3,0.571,0.3,0.6,0.9,0.2,0.3,0.1,0.2,1.3,1.8,2009-2010,False
Qyntel Woods,452,SF,24,NYK,49,16,20.7,2.6,5.2,0.508,0.4,1.2,0.367,2.2,4.0,0.552,0.551,1.0,1.6,0.645,0.9,3.0,3.9,1.0,0.7,0.3,1.2,2.0,6.7,2005-2006,False
R.J. Hampton,216,SG,20,ORL,64,14,21.9,2.7,7.1,0.383,1.0,2.9,0.35,1.7,4.3,0.405,0.453,1.2,1.8,0.641,0.4,2.7,3.0,2.5,0.7,0.2,1.4,1.6,7.6,2021-2022,False
RJ Barrett,33,SF,21,NYK,70,70,34.5,7.0,17.1,0.408,2.0,5.8,0.342,5.0,11.3,0.442,0.466,4.1,5.8,0.714,0.9,4.9,5.8,3.0,0.6,0.2,2.2,2.0,20.0,2021-2022,False
Raef LaFrentz,240,PF,29,BOS,82,63,24.8,2.9,6.7,0.431,1.4,3.5,0.392,1.5,3.2,0.474,0.533,0.6,0.9,0.68,1.0,4.0,5.0,1.4,0.4,0.9,0.8,3.3,7.8,2005-2006,False
Rafael AraÃÂÃÂºjo,13,C,25,TOR,52,34,11.6,1.0,2.8,0.366,0.0,0.0,0.0,1.0,2.8,0.368,0.366,0.3,0.5,0.536,0.8,1.9,2.8,0.3,0.5,0.1,0.8,2.0,2.3,2005-2006,False
Rafer Alston,8,PG,33,TOT,52,38,27.3,3.0,8.6,0.348,1.1,3.2,0.345,1.9,5.3,0.349,0.413,1.1,1.6,0.728,0.3,2.2,2.5,3.4,1.0,0.2,1.8,2.0,8.2,2009-2010,False
Raja Bell,43,SG,34,UTA,68,63,30.8,2.8,6.9,0.409,1.0,2.8,0.352,1.8,4.0,0.449,0.482,1.3,1.5,0.892,0.5,2.1,2.6,1.7,0.8,0.2,0.9,2.5,8.0,2010-2011,False
Ramon Sessions,401,PG,30,CHO,50,1,16.2,2.0,5.3,0.38,0.4,1.2,0.339,1.6,4.0,0.393,0.42,1.8,2.4,0.771,0.2,1.2,1.5,2.6,0.5,0.1,0.9,0.9,6.2,2016-2017,False
Randy Brown,50,PG,32,BOS,54,35,22.9,1.9,4.4,0.422,0.0,0.1,0.0,1.9,4.3,0.427,0.422,0.4,0.7,0.575,0.4,1.4,1.8,2.9,1.1,0.2,1.0,2.4,4.1,2000-2001,False
Randy Foye,139,SG,33,BRK,69,40,18.6,1.7,4.7,0.363,1.0,2.9,0.33,0.7,1.8,0.418,0.466,0.8,0.9,0.857,0.1,2.1,2.2,2.0,0.5,0.1,1.2,1.4,5.2,2016-2017,False
Randy Livingston,232,PG,24,PHO,79,15,13.7,2.0,4.7,0.416,0.2,0.7,0.345,1.7,4.0,0.428,0.441,0.7,0.8,0.839,0.3,1.3,1.6,2.2,0.6,0.2,1.2,1.6,4.8,1999-2000,False
Rashad McCants,268,SG,24,TOT,58,3,19.0,3.3,8.4,0.393,1.1,3.3,0.333,2.2,5.2,0.431,0.458,1.8,2.4,0.759,0.4,1.5,1.9,1.2,0.8,0.2,1.1,1.8,9.6,2008-2009,False
Rashad Vaughn,446,SG,20,MIL,41,2,11.2,1.4,3.8,0.365,0.6,2.0,0.321,0.8,1.8,0.413,0.449,0.0,0.1,0.4,0.1,1.1,1.2,0.6,0.5,0.2,0.3,0.8,3.5,2016-2017,False
Rasho NesteroviÃÂÃÂ,298,C,32,IND,70,19,17.3,3.2,6.2,0.513,0.0,0.0,0.0,3.2,6.2,0.514,0.513,0.4,0.5,0.781,1.3,2.1,3.4,1.6,0.4,0.5,0.9,2.4,6.8,2008-2009,False
Rasual Butler,73,SF,36,SAS,46,0,9.4,1.1,2.3,0.471,0.3,1.1,0.306,0.7,1.2,0.618,0.543,0.2,0.3,0.688,0.1,1.2,1.2,0.5,0.3,0.5,0.2,0.2,2.7,2015-2016,False
Raul Neto,407,PG,29,WAS,70,19,19.6,2.9,6.3,0.463,0.5,1.7,0.292,2.4,4.6,0.526,0.502,1.2,1.5,0.769,0.2,1.7,1.9,3.1,0.8,0.0,1.1,1.5,7.5,2021-2022,False
Ray McCallum,286,PG,24,TOT,41,6,11.6,1.3,3.6,0.377,0.4,1.0,0.357,1.0,2.5,0.385,0.428,0.3,0.4,0.8,0.2,1.0,1.1,1.5,0.3,0.2,0.6,0.7,3.3,2015-2016,False
Raymond Felton,158,PG,33,OKC,82,2,16.6,2.7,6.7,0.406,1.0,2.8,0.352,1.7,3.9,0.444,0.479,0.4,0.5,0.818,0.3,1.6,1.9,2.5,0.6,0.2,0.9,1.1,6.9,2017-2018,False
RaÃÂÃÂ¼l LÃÂÃÂ³pez,242,PG,23,UTA,82,11,19.7,2.7,6.3,0.431,0.3,1.0,0.294,2.4,5.3,0.458,0.456,1.2,1.4,0.863,0.3,1.6,1.9,3.7,0.8,0.0,2.1,2.4,7.0,2003-2004,False
Reggie Bullock,83,SF,30,DAL,68,37,28.0,3.0,7.4,0.401,2.1,5.8,0.36,0.9,1.6,0.55,0.542,0.6,0.7,0.833,0.5,3.1,3.5,1.2,0.6,0.2,0.6,1.6,8.6,2021-2022,False
Reggie Evans,146,PF,34,SAC,47,7,16.3,1.2,2.9,0.423,0.0,0.0,0.0,1.2,2.9,0.43,0.423,1.3,2.1,0.619,2.1,4.3,6.4,0.7,0.5,0.1,1.0,1.9,3.7,2014-2015,False
Reggie Geary,141,PG,24,SAS,62,2,11.0,0.9,2.7,0.331,0.2,0.6,0.3,0.7,2.1,0.341,0.367,0.5,0.9,0.5,0.3,0.8,1.1,1.2,0.6,0.2,0.7,1.5,2.5,1997-1998,False
Reggie Jackson,273,SG,31,LAC,75,75,31.2,6.4,16.3,0.392,2.2,6.8,0.326,4.2,9.5,0.439,0.46,1.8,2.2,0.847,0.5,3.1,3.6,4.8,0.7,0.2,2.3,2.1,16.8,2021-2022,False
Reggie Jordan,204,SG,30,MIN,57,1,8.5,0.9,2.0,0.478,0.0,0.0,0.0,0.9,2.0,0.482,0.478,0.7,1.3,0.569,1.0,0.7,1.7,0.9,0.6,0.2,0.5,1.1,2.6,1997-1998,False
Reggie Williams,441,SF,24,GSW,80,9,20.3,3.4,7.2,0.469,1.3,3.0,0.423,2.1,4.1,0.502,0.558,1.3,1.7,0.746,0.6,2.1,2.7,1.5,0.4,0.0,0.7,1.6,9.2,2010-2011,False
Renaldo Balkman,26,PF,24,DEN,53,10,14.7,2.1,3.7,0.558,0.0,0.1,0.286,2.0,3.6,0.568,0.563,0.8,1.2,0.646,1.6,2.2,3.8,0.6,0.9,0.4,0.7,1.8,5.0,2008-2009,False
Rex Chapman,76,SG,32,PHO,53,19,18.1,2.3,6.0,0.388,0.8,2.3,0.333,1.6,3.7,0.421,0.452,1.1,1.5,0.756,0.2,1.3,1.5,1.2,0.4,0.0,0.7,1.3,6.6,1999-2000,False
Richard Jefferson,223,SF,36,CLE,79,13,20.4,1.9,4.3,0.446,0.8,2.4,0.333,1.2,2.0,0.58,0.536,1.0,1.4,0.741,0.4,2.2,2.6,1.0,0.3,0.1,0.7,1.9,5.7,2016-2017,False
Richaun Holmes,247,C,28,SAC,45,37,23.9,4.4,6.7,0.66,0.0,0.1,0.4,4.4,6.6,0.664,0.663,1.6,2.0,0.778,2.1,5.0,7.0,1.1,0.4,0.9,1.2,2.8,10.4,2021-2022,False
Richie Frahm,141,SG,27,POR,43,0,11.6,1.3,3.3,0.4,0.7,1.9,0.388,0.6,1.4,0.417,0.511,0.5,0.6,0.84,0.4,1.0,1.4,0.7,0.3,0.1,0.3,0.8,3.8,2004-2005,False
Rick Brunson,60,PG,32,LAC,80,39,24.3,2.1,5.5,0.376,0.6,1.6,0.369,1.5,3.9,0.378,0.43,0.7,0.9,0.77,0.3,2.1,2.3,5.1,1.0,0.1,1.6,1.3,5.5,2004-2005,False
Rick Fox,126,SF,33,LAL,76,75,28.7,3.4,8.2,0.422,1.4,3.7,0.375,2.1,4.5,0.46,0.506,0.7,0.9,0.754,0.8,3.4,4.3,3.3,0.9,0.2,1.6,2.8,9.0,2002-2003,False
Ricky Davis,101,SF,28,MIA,82,47,36.1,5.1,11.8,0.433,1.6,4.1,0.405,3.5,7.8,0.447,0.502,1.9,2.4,0.787,0.7,3.6,4.3,3.4,1.1,0.2,2.3,2.3,13.8,2007-2008,False
Ricky Rubio,442,PG,30,MIN,68,51,26.1,2.8,7.3,0.388,1.0,3.1,0.308,1.9,4.2,0.447,0.454,1.9,2.2,0.867,0.4,2.9,3.3,6.4,1.4,0.1,1.6,2.0,8.6,2020-2021,False
Rik Smits,366,C,33,IND,79,79,23.4,5.5,11.3,0.484,0.0,0.0,0.0,5.5,11.3,0.485,0.484,2.0,2.7,0.739,1.2,3.9,5.1,1.1,0.3,1.3,1.4,3.2,12.9,1999-2000,False
Robbie Hummel,226,SF,25,MIN,45,4,16.5,1.8,3.8,0.459,0.4,1.1,0.314,1.4,2.7,0.521,0.506,0.5,0.6,0.828,0.7,2.3,3.0,0.6,0.4,0.2,0.4,1.9,4.4,2014-2015,False
Robert Covington,119,PF-SF,31,TOT,71,42,27.3,2.9,7.0,0.42,1.8,4.8,0.378,1.1,2.2,0.509,0.548,0.8,1.0,0.841,0.8,4.7,5.5,1.3,1.5,1.3,1.1,2.7,8.5,2021-2022,False
Robert Horry,190,PF,37,SAS,45,5,13.0,0.8,2.6,0.319,0.4,1.6,0.257,0.4,1.1,0.408,0.395,0.4,0.6,0.643,0.8,1.6,2.4,1.0,0.5,0.4,0.5,1.2,2.5,2007-2008,False
Robert Pack,306,PG,31,DEN,74,11,17.0,2.4,5.8,0.425,0.2,0.4,0.387,2.3,5.3,0.428,0.439,1.4,1.9,0.766,0.4,1.4,1.9,4.0,0.9,0.0,1.8,1.5,6.5,2000-2001,False
Robert Sacre,397,C,25,LAL,67,18,16.9,1.9,4.6,0.412,0.0,0.0,0.0,1.9,4.6,0.413,0.412,0.8,1.2,0.671,1.3,2.1,3.5,0.8,0.4,0.6,0.5,1.8,4.6,2014-2015,False
Robert Traylor,416,C,27,CLE,74,6,17.9,2.4,5.4,0.444,0.0,0.1,0.0,2.4,5.3,0.453,0.444,0.7,1.4,0.539,1.8,2.6,4.5,0.8,0.7,0.7,1.0,2.9,5.5,2004-2005,False
Robert Williams,589,C,24,BOS,61,61,29.6,4.4,6.0,0.736,0.0,0.0,0.0,4.4,6.0,0.738,0.736,1.1,1.5,0.722,3.9,5.7,9.6,2.0,0.9,2.2,1.0,2.2,10.0,2021-2022,False
Robin Lopez,301,C,32,WAS,71,9,19.1,3.8,6.0,0.633,0.1,0.3,0.278,3.7,5.7,0.649,0.639,1.4,1.9,0.723,2.0,1.8,3.8,0.8,0.2,0.6,1.1,1.5,9.0,2020-2021,False
Rod Strickland,379,PG,37,TOT,61,10,19.6,2.5,5.8,0.425,0.2,0.6,0.278,2.3,5.2,0.442,0.439,1.2,1.6,0.735,0.6,2.0,2.5,4.0,0.6,0.2,1.4,1.2,6.3,2003-2004,False
Rodions Kurucs,281,PF,21,BRK,47,9,14.6,1.7,3.8,0.446,0.7,1.9,0.367,1.0,1.9,0.529,0.54,0.5,0.8,0.632,0.5,2.4,2.9,1.1,0.5,0.1,1.0,1.9,4.6,2019-2020,False
Rodney Buford,63,SF,27,NJN,64,17,20.5,2.9,7.6,0.382,0.5,1.7,0.315,2.4,6.0,0.402,0.417,0.6,0.7,0.822,0.5,2.4,3.0,1.0,0.6,0.1,0.5,1.6,7.0,2004-2005,False
Rodney Carney,77,SG,25,PHI,68,0,12.6,1.7,4.1,0.401,0.6,2.0,0.304,1.1,2.2,0.49,0.473,0.8,0.9,0.825,0.4,1.6,2.0,0.5,0.4,0.3,0.3,1.2,4.7,2009-2010,False
Rodney Hood,248,SF-SG,29,TOT,52,0,13.6,1.1,3.0,0.369,0.6,1.8,0.33,0.5,1.3,0.424,0.465,0.3,0.4,0.895,0.3,1.2,1.5,0.7,0.3,0.1,0.2,0.6,3.1,2021-2022,False
Rodney McGruder,369,SG,30,DET,51,2,14.8,1.9,4.4,0.436,1.1,2.9,0.397,0.8,1.5,0.506,0.564,0.4,0.5,0.731,0.6,1.6,2.2,0.9,0.4,0.1,0.5,1.1,5.4,2021-2022,False
Rodney Rogers,360,SF-PF,33,TOT,58,33,23.6,3.0,7.8,0.382,0.8,2.9,0.286,2.1,4.9,0.44,0.436,0.9,1.2,0.743,1.1,3.2,4.2,1.5,0.7,0.3,1.5,3.0,7.7,2004-2005,False
Rodney Stuckey,414,PG,29,IND,58,1,22.0,3.2,7.6,0.413,0.3,1.4,0.241,2.8,6.2,0.453,0.436,2.3,2.7,0.829,0.3,2.4,2.7,2.4,0.7,0.1,1.3,1.3,8.9,2015-2016,False
Rodney White,446,SF,24,TOT,58,2,11.7,2.1,5.0,0.419,0.4,1.0,0.4,1.7,3.9,0.424,0.46,0.5,0.8,0.614,0.4,1.1,1.5,0.8,0.6,0.2,0.6,1.1,5.1,2004-2005,False
Rodrick Rhodes,322,SF,24,HOU,58,13,18.4,1.9,5.3,0.367,0.0,0.1,0.25,1.9,5.1,0.37,0.37,1.9,3.1,0.617,0.5,0.7,1.2,1.9,1.1,0.2,1.7,2.2,5.8,1997-1998,False
Rodrigue Beaubois,40,PG,24,DAL,45,0,12.2,1.4,3.9,0.369,0.5,1.6,0.292,1.0,2.3,0.423,0.429,0.7,0.8,0.789,0.2,1.1,1.3,1.9,0.4,0.1,0.7,1.2,4.0,2012-2013,False
Roger Mason,281,SG,32,NOH,69,13,17.7,1.9,4.4,0.433,1.0,2.3,0.415,1.0,2.1,0.452,0.541,0.6,0.6,0.907,0.2,1.8,1.9,1.1,0.4,0.2,0.7,1.5,5.3,2012-2013,False
Roko UkiÃÂÃÂ,400,PG,24,TOR,72,0,12.4,1.7,4.5,0.38,0.2,0.9,0.177,1.6,3.6,0.427,0.397,0.6,0.8,0.733,0.4,0.7,1.0,2.1,0.4,0.0,0.8,1.1,4.2,2008-2009,False
Romeo Langford,323,SG,22,TOT,48,5,16.1,1.7,4.0,0.435,0.6,1.8,0.341,1.1,2.2,0.509,0.51,0.5,0.9,0.548,0.6,1.6,2.3,0.4,0.5,0.3,0.3,1.0,4.5,2021-2022,False
Ron Harper,162,PG,37,LAL,47,46,24.2,2.7,5.8,0.469,0.4,1.5,0.264,2.3,4.2,0.543,0.504,0.7,1.0,0.708,1.0,2.6,3.5,2.4,0.8,0.5,1.3,1.5,6.5,2000-2001,False
Ron Mercer,252,SG,26,IND,72,3,23.2,3.4,8.3,0.409,0.0,0.2,0.188,3.3,8.1,0.415,0.411,0.9,1.1,0.802,0.4,1.7,2.1,1.6,0.7,0.2,0.8,1.7,7.7,2002-2003,False
Ronald Dupree,122,SF,24,DET,47,0,10.0,1.3,2.7,0.48,0.0,0.0,0.5,1.3,2.7,0.48,0.484,0.6,1.0,0.617,0.7,1.3,2.0,0.5,0.1,0.2,0.5,1.3,3.2,2004-2005,False
Ronald Murray,301,SG,30,TOT,75,2,22.3,3.6,9.1,0.392,0.9,2.9,0.312,2.7,6.2,0.431,0.443,1.9,2.6,0.727,0.4,2.1,2.4,1.8,0.6,0.2,1.2,1.7,9.9,2009-2010,False
Rondae Hollis-Jefferson,226,PF,25,TOR,60,6,18.7,2.6,5.5,0.471,0.1,0.4,0.13,2.5,5.1,0.497,0.476,1.8,2.4,0.734,1.8,2.9,4.7,1.8,0.8,0.4,1.0,1.9,7.0,2019-2020,False
Ronnie Brewer,59,SF,27,TOT,60,34,14.2,1.2,3.3,0.354,0.4,1.3,0.303,0.8,2.0,0.385,0.412,0.3,0.7,0.41,0.7,1.6,2.3,0.8,0.7,0.1,0.3,0.6,3.0,2012-2013,False
Ronnie Price,364,PG,32,PHO,62,18,19.5,1.9,4.9,0.384,1.1,3.2,0.347,0.8,1.7,0.453,0.497,0.5,0.7,0.756,0.4,1.2,1.6,2.4,1.2,0.2,1.1,2.6,5.3,2015-2016,False
Ronny Turiaf,397,C,27,GSW,42,20,20.8,2.0,3.5,0.582,0.0,0.0,0.0,2.0,3.5,0.586,0.582,0.9,1.9,0.474,1.3,3.3,4.5,2.1,0.5,1.3,1.2,2.3,4.9,2009-2010,False
Rony Seikaly,353,C,32,TOT,56,49,29.2,4.5,10.3,0.432,0.0,0.0,0.0,4.5,10.3,0.433,0.432,4.4,5.9,0.741,2.6,4.4,7.0,1.4,0.5,0.8,2.6,2.9,13.3,1997-1998,False
Roshown McLeod,265,SF,24,ATL,44,20,19.5,3.0,7.5,0.395,0.0,0.3,0.154,2.9,7.3,0.404,0.398,1.2,1.6,0.771,0.9,2.2,3.1,1.2,0.4,0.1,1.3,1.9,7.2,1999-2000,False
Royal Ivey,207,SG,31,PHI,53,5,13.2,1.2,2.7,0.431,0.7,1.7,0.42,0.5,1.1,0.446,0.559,0.2,0.3,0.563,0.3,0.8,1.1,0.6,0.4,0.1,0.4,1.4,3.2,2012-2013,False
Royce O'Neale,418,SF,28,UTA,77,77,31.2,2.6,5.8,0.457,1.5,4.0,0.389,1.1,1.8,0.609,0.591,0.6,0.7,0.804,0.8,3.9,4.8,2.5,1.1,0.4,1.0,2.4,7.4,2021-2022,False
Ruben Patterson,320,SF,31,MIL,81,53,31.0,5.9,10.7,0.548,0.0,0.2,0.158,5.8,10.5,0.557,0.55,3.0,4.6,0.641,2.3,3.1,5.4,2.9,1.4,0.3,2.5,2.9,14.7,2006-2007,False
Rudy FernÃÂÃÂ¡ndez,144,SG,25,POR,78,3,23.3,2.7,7.4,0.37,1.5,4.6,0.321,1.2,2.7,0.453,0.471,1.6,1.9,0.863,0.5,1.7,2.2,2.5,1.1,0.2,1.1,1.7,8.6,2010-2011,False
Rudy Gay,188,PF,35,UTA,55,1,18.9,2.9,6.9,0.414,1.3,3.7,0.345,1.6,3.2,0.494,0.507,1.1,1.4,0.785,1.0,3.4,4.4,1.0,0.5,0.3,0.9,1.7,8.1,2021-2022,False
Rui Hachimura,213,PF,23,WAS,42,13,22.5,4.5,9.1,0.491,1.3,2.9,0.447,3.1,6.1,0.512,0.563,1.1,1.6,0.697,0.6,3.2,3.8,1.1,0.5,0.2,0.8,1.3,11.3,2021-2022,False
Rusty LaRue,216,PG,25,CHI,43,6,17.0,1.8,5.0,0.359,0.7,2.1,0.337,1.1,3.0,0.375,0.429,0.4,0.4,1.0,0.2,1.1,1.3,1.5,0.8,0.1,0.8,1.5,4.7,1998-1999,False
Ryan Anderson,14,PF,29,HOU,66,50,26.1,3.1,7.3,0.431,2.0,5.1,0.386,1.2,2.1,0.539,0.568,1.1,1.4,0.774,1.4,3.6,5.0,0.9,0.4,0.3,0.6,1.9,9.3,2017-2018,False
Ryan Arcidiacono,18,PG,26,CHI,44,0,10.2,1.1,2.7,0.419,0.6,1.5,0.373,0.5,1.1,0.48,0.526,0.3,0.5,0.65,0.1,1.4,1.5,1.3,0.2,0.0,0.2,1.1,3.1,2020-2021,False
Ryan Bowen,54,SF,32,NOH,53,4,12.5,0.9,1.9,0.49,0.0,0.0,0.0,0.9,1.9,0.495,0.49,0.3,0.5,0.552,1.0,0.8,1.9,0.5,0.6,0.2,0.3,1.5,2.2,2007-2008,False
Ryan Broekhoff,69,SG,28,DAL,42,0,10.8,1.4,3.0,0.452,0.9,2.2,0.409,0.5,0.8,0.576,0.603,0.4,0.5,0.789,0.2,1.3,1.5,0.5,0.1,0.1,0.4,0.8,4.0,2018-2019,False
Ryan Gomes,167,SF,28,LAC,76,62,27.6,2.7,6.6,0.41,0.9,2.8,0.341,1.8,3.9,0.459,0.481,0.8,1.1,0.718,0.8,2.5,3.3,1.6,0.8,0.2,0.7,2.1,7.2,2010-2011,False
Ryan Hollins,198,C,25,MIN,73,27,16.8,2.3,4.2,0.558,0.0,0.0,0.0,2.3,4.1,0.56,0.558,1.5,2.2,0.69,1.1,1.8,2.8,0.7,0.3,0.5,1.3,2.7,6.1,2009-2010,False
Ryan Kelly,260,PF,23,LAL,52,34,23.7,2.0,5.9,0.337,0.9,2.6,0.336,1.1,3.4,0.337,0.409,1.5,1.8,0.832,0.3,2.6,2.8,1.8,0.6,0.5,0.7,2.3,6.4,2014-2015,False
Saben Lee,291,PG,21,DET,48,7,16.3,2.1,4.4,0.471,0.2,0.5,0.348,1.9,3.9,0.487,0.49,1.3,1.9,0.685,0.4,1.6,2.0,3.6,0.7,0.3,1.1,1.6,5.6,2020-2021,False
Saddiq Bey,47,SF,22,DET,82,82,33.0,5.5,13.9,0.396,2.6,7.4,0.346,2.9,6.4,0.454,0.489,2.6,3.1,0.827,1.3,4.1,5.4,2.8,0.9,0.2,1.2,1.6,16.1,2021-2022,False
Salah Mejri,334,C,31,DAL,61,1,12.0,1.4,2.2,0.642,0.0,0.0,0.0,1.4,2.2,0.657,0.642,0.6,1.1,0.576,1.4,2.6,4.0,0.6,0.4,1.1,0.6,2.0,3.5,2017-2018,False
Salim Stoudamire,391,SG,24,ATL,61,0,17.0,2.9,7.0,0.416,0.9,2.5,0.361,2.0,4.4,0.448,0.482,1.0,1.1,0.897,0.1,1.1,1.2,1.0,0.3,0.0,0.9,1.4,7.7,2006-2007,False
Sam Dekker,131,PF,24,TOT,47,5,16.8,2.6,5.4,0.469,0.4,1.3,0.306,2.1,4.1,0.521,0.506,0.6,1.0,0.609,1.1,2.0,3.1,1.0,0.8,0.1,0.5,1.0,6.1,2018-2019,False
Sam Jacobson,194,PG,24,TOT,52,5,13.1,2.1,4.1,0.509,0.2,0.5,0.375,1.9,3.6,0.527,0.531,0.6,0.8,0.732,0.5,0.9,1.4,0.6,0.6,0.1,0.6,2.2,4.9,1999-2000,False
Sam Mack,226,SF,28,TOT,44,15,24.6,3.8,8.7,0.435,2.0,5.0,0.397,1.8,3.8,0.485,0.548,1.2,1.3,0.879,0.3,1.8,2.2,1.3,0.8,0.1,0.8,2.1,10.7,1998-1999,False
Sam Mitchell,275,SF,38,MIN,74,10,9.8,1.3,3.1,0.432,0.1,0.5,0.286,1.2,2.6,0.458,0.454,0.5,0.7,0.776,0.2,0.9,1.1,0.6,0.2,0.1,0.4,1.1,3.3,2001-2002,False
Sam Perkins,316,PF,39,IND,64,41,15.6,1.3,3.5,0.381,0.6,1.7,0.345,0.8,1.8,0.414,0.465,0.5,0.6,0.842,0.5,2.1,2.6,0.6,0.5,0.3,0.3,1.0,3.8,2000-2001,False
Sam Young,466,SG,27,IND,56,3,12.4,1.0,2.6,0.392,0.3,0.9,0.308,0.8,1.7,0.438,0.446,0.4,0.8,0.535,0.5,1.7,2.2,0.8,0.3,0.1,0.6,1.1,2.8,2012-2013,False
Samaki Walker,392,C,26,LAL,67,39,18.6,1.7,4.1,0.42,0.0,0.0,0.0,1.7,4.1,0.421,0.42,1.0,1.5,0.653,1.7,3.8,5.5,1.0,0.3,0.8,0.8,2.1,4.4,2002-2003,False
Samuel Dalembert,112,C,32,DAL,80,68,20.2,2.7,4.7,0.568,0.0,0.0,0.0,2.7,4.7,0.569,0.568,1.3,1.7,0.737,2.5,4.3,6.8,0.5,0.5,1.2,1.1,2.6,6.6,2013-2014,False
Sandro Mamukelashvili,345,PF,22,MIL,41,3,9.9,1.4,2.8,0.496,0.5,1.3,0.423,0.9,1.5,0.556,0.591,0.4,0.5,0.818,0.9,1.1,2.0,0.5,0.2,0.2,0.4,0.7,3.8,2021-2022,False
Sasha PavloviÃÂÃÂ,349,SF,28,BOS,45,7,11.7,1.1,2.8,0.391,0.4,1.3,0.293,0.7,1.6,0.471,0.457,0.1,0.2,0.375,0.1,1.5,1.6,0.4,0.4,0.3,0.4,1.2,2.7,2011-2012,False
Sasha VujaÃÂÃÂiÃÂÃÂ,449,SG,32,NYK,42,4,9.7,1.0,3.2,0.309,0.5,1.8,0.311,0.5,1.5,0.306,0.393,0.4,0.6,0.708,0.3,1.1,1.4,1.2,0.3,0.0,0.4,0.9,3.0,2016-2017,False
Scot Pollard,323,C,25,SAC,77,8,21.5,2.4,5.1,0.468,0.0,0.0,0.0,2.4,5.1,0.471,0.468,1.7,2.2,0.749,2.2,3.8,6.0,0.6,0.6,1.3,0.9,2.7,6.5,2000-2001,False
Scott Brooks,42,PG,32,CLE,43,0,7.3,0.7,1.5,0.424,0.1,0.3,0.455,0.5,1.3,0.418,0.462,0.4,0.5,0.9,0.1,0.6,0.7,1.1,0.4,0.1,0.3,0.6,1.8,1997-1998,False
Scott Burrell,62,SF,29,NJN,74,9,18.1,2.2,5.7,0.394,1.1,3.1,0.353,1.1,2.5,0.444,0.492,0.5,0.7,0.78,0.9,2.6,3.5,1.0,0.9,0.6,0.5,2.3,6.1,1999-2000,False
Scott Padgett,315,PF,29,NJN,62,1,11.6,1.1,3.2,0.353,0.7,2.0,0.347,0.5,1.3,0.363,0.458,0.4,0.5,0.794,0.9,1.8,2.7,0.7,0.5,0.2,0.3,1.5,3.4,2005-2006,False
Scott Williams,434,C,35,TOT,43,21,12.3,2.1,4.3,0.484,0.0,0.1,0.667,2.0,4.3,0.481,0.489,0.4,0.6,0.593,0.9,2.2,3.1,0.4,0.5,0.4,0.4,2.2,4.6,2003-2004,False
Scottie Barnes,32,PF,20,TOR,74,74,35.4,6.2,12.6,0.492,0.8,2.6,0.301,5.4,10.0,0.543,0.524,2.1,2.9,0.735,2.6,4.9,7.5,3.5,1.1,0.7,1.8,2.6,15.3,2021-2022,False
Scottie Pippen,305,SF,37,POR,64,58,29.9,4.1,9.3,0.444,0.6,2.1,0.286,3.5,7.3,0.489,0.476,1.9,2.3,0.818,0.9,3.5,4.3,4.5,1.6,0.4,2.6,2.3,10.8,2002-2003,False
